record_type,granularity,exp_id,stage_index,stage_key,day,t_local,step_abs,agent_id,row_index_within_step,scenario,outcome,message,roll,scenario_entry_reason,scenario_aligned,digital_exposure,step_type,step_intention,step_outcome,prob_model,p_negative_interval,p_positive_interval,emit_policy,emit_forced_by_policy,status_gate_reason
event,event_detail,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_events,2,72001,,4,,payment_transfer,positive,支付/转账操作提示明确，一键购齐心仪好物，购物无忧！,0.15265496728080707,matched,True,False,economy,Complete the shopping by purchasing the necessary items,success,attempt_hazard,0.01686169336752551,0.12397838213703079,natural,False,not_applicable
event,event_detail,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_events,2,81001,,5,,medical_appointment,positive,长辈模式助力，挂号缴费轻松完成，顺利开启康复之旅。,0.144002811667981,non_digital_exploration,False,False,other,Eat the meal,success,attempt_hazard,0.02915134416550292,0.16507011917996975,natural,False,from_status_false
event,event_detail,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_events,3,14401,,5,,payment_transfer,positive,支付/转账过程顺畅，已成功选择合品质价格商品。,0.07656806045090303,preferred_step_type_direct,True,False,economy,Select items that meet the quality and price criteria,success,attempt_hazard,0.03035792111114583,0.233781942481823,natural,False,from_status_false
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_summary,,,223401,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_summary,,,223401,,2,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_summary,,,223401,,3,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_summary,,,223401,,4,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_summary,,,223401,,5,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_summary,,,223401,,6,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_summary,,,225201,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_summary,,,225201,,2,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_summary,,,225201,,3,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_summary,,,227001,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_summary,,,227001,,2,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_summary,,,227001,,3,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_summary,,,228801,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_summary,,,228801,,2,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_summary,,,228801,,3,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_summary,,,228801,,4,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_summary,,,228801,,5,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_summary,,,228801,,6,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_summary,,,248601,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_summary,,,261201,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_summary,,,263001,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_summary,,,264801,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_summary,,,266601,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_summary,,,270201,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_summary,,,273801,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_summary,,,273801,,2,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_summary,,,277401,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_summary,,,279201,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_summary,,,281001,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_summary,,,282801,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_summary,,,284601,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_summary,,,303601,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_summary,,,305401,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_summary,,,307201,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_summary,,,309001,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_summary,,,309001,,2,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_summary,,,310801,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_summary,,,310801,,2,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_summary,,,312601,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_summary,,,316201,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_summary,,,316201,,2,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_summary,,,318001,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_summary,,,321601,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_summary,,,321601,,2,,no_event,,,,,,,,,,,,,,
