agent_id,day,t,scenario,outcome,message,roll,decision_source,decision_mode,alpha,llm_confidence,p_negative_interval,p_positive_interval,scenario_entry_reason,scenario_aligned,status_gate_attempted,status_gate_matched,status_gate_reason,status_gate_anchor_hit,digital_exposure,digital_exposure_from_action,digital_exposure_from_status,digital_exposure_from_intention,digital_exposure_from_signal,always_emit_enabled,always_emit_forced,always_emit_outcome,step_type,step_intention,step_outcome,llm_status,llm_calls_for_agent
5,0,73801,ride_hailing,negative,你在打车时被复杂流程困住，多次验证后仍失败，心情受挫。,0.001407849452974662,hybrid,hybrid,0.3084967838957846,0.41,0.01463254681651649,0.0,matched,True,False,False,not_applicable,False,True,False,False,False,True,True,True,,mobility,Return to home location from current location,success,ok,1
1,0,75601,app_update_permission,negative,你在应用更新与权限确认时被多次弹窗打断，反复设置后仍无法继续。,0.00870866581221498,hybrid,hybrid,0.3084967838957846,0.41,0.015035762464485347,0.0,matched,True,False,False,not_applicable,False,True,True,True,True,False,True,True,,other,Test the device to ensure updates and permissions are functioning properly,success,ok,1
5,0,75601,ride_hailing,negative,你在打车时被复杂流程困住，多次验证后仍失败，心情受挫。,0.004008054589438516,hybrid,hybrid,0.3084967838957846,0.41,0.01463254681651649,0.0,matched,True,False,False,not_applicable,False,True,False,False,False,True,True,True,,mobility,Return to home location from current location,success,cache_hit,0
5,0,77401,info_ad_click,negative,你在信息流里误触广告，页面多次跳转，支付失败并感到焦虑。,0.004886933975513289,hybrid,hybrid,0.3084967838957846,0.41,0.014298910157029443,0.0,matched,True,False,False,not_applicable,False,False,False,False,False,False,True,True,,other,Create a comfortable reading or hobby space,success,cache_hit,0
3,0,79201,ride_hailing,negative,你在打车时被复杂流程困住，多次验证后仍失败，心情受挫。,0.007824018896333756,hybrid,hybrid,0.30849678389578467,0.41,0.015688649607146887,0.0,matched,True,False,False,not_applicable,False,True,False,False,False,True,True,True,,mobility,Return to the workplace after the walk,success,cache_hit,0
3,0,81001,ride_hailing,negative,你在打车时被复杂流程困住，多次验证后仍失败，心情受挫。,0.007461197185395753,hybrid,hybrid,0.30849678389578467,0.41,0.015688649607146887,0.0,matched,True,False,False,not_applicable,False,True,False,False,False,True,True,True,,mobility,Move to a quiet space at the workplace,success,ok,1
1,0,82801,info_ad_click,negative,你在信息流里误触广告，页面多次跳转，支付失败并感到焦虑。,0.0006777383434021592,hybrid,hybrid,0.30849678389578467,0.41,0.01573290755501089,0.0,matched,True,False,False,not_applicable,False,False,False,False,False,False,True,True,,other,"Read a light, uplifting book to shift focus and mood",success,ok,1
2,0,82801,login_captcha,negative,你在登录时被验证码和跳转卡住，反复失败后感到无助。,0.010458659354695941,hybrid,hybrid,0.3058851482711273,0.41,0.010607937583046699,0.0010873127590097305,matched,True,False,False,not_applicable,False,False,False,False,False,False,True,True,,other,Check if there are leftovers from today's meal,success,ok,1
5,0,82801,ecommerce_order_flow,negative,你在线上购物下单时购物车和库存提示反复变化，支付前多次回退，感到疲惫。,0.009285076581621352,hybrid,hybrid,0.3084967838957846,0.41,0.014298910157029443,0.0,non_digital_exploration,False,False,False,from_status_false,False,False,False,False,False,False,True,True,,other,Relax to calm the mind,success,ok,1
1,0,84601,info_ad_click,negative,你在信息流里误触广告，页面多次跳转，支付失败并感到焦虑。,0.0050142035307835335,hybrid,hybrid,0.30849678389578467,0.41,0.01573290755501089,0.0,matched,True,False,False,not_applicable,False,False,False,False,False,False,True,True,,other,"Read a light, uplifting book to shift focus and mood",success,cache_hit,0
5,0,84601,app_update_permission,negative,你在应用更新与权限确认时被多次弹窗打断，反复设置后仍无法继续。,0.009028486729778913,hybrid,hybrid,0.30849678389578467,0.41,0.014113546123474596,0.0,matched,True,False,False,not_applicable,False,False,False,False,False,False,True,True,,other,Turn off all electronic devices,success,ok,1
6,0,84601,app_update_permission,positive,你在应用更新与权限确认时看到清晰引导，一次完成设置并继续操作。,0.006017563485887221,hybrid,hybrid,0.30527451418540696,0.41,0.003640270005427212,0.005758093769314468,matched,True,False,False,not_applicable,False,False,False,False,False,False,True,True,,other,Turn off all electronic devices to reduce blue light exposure,success,ok,1
1,1,1,info_ad_click,negative,你在信息流里误触广告，页面多次跳转，支付失败并感到焦虑。,0.010082543828589195,hybrid,hybrid,0.30849678389578467,0.41,0.01573290755501089,0.0,matched,True,False,False,not_applicable,False,False,False,False,False,False,True,True,,other,"Read a light, uplifting book to shift focus and mood",success,cache_hit,0
4,1,1801,info_ad_click,negative,你在信息流里误触广告，页面多次跳转，支付失败并感到焦虑。,0.0037111100378391625,hybrid,hybrid,0.3084967838957846,0.41,0.01204835991975739,0.0,matched,True,False,False,not_applicable,False,False,False,False,False,False,True,True,,other,Engage in light reading or another calming activity,success,ok,1
1,1,3601,social_contact_coordination,negative,你在社交应用联系亲友时遇到好友验证和消息发送失败，反复尝试后更焦虑。,0.0061099781448180224,hybrid,hybrid,0.30849678389578467,0.41,0.017296223957976253,0.0,matched,True,False,False,not_applicable,False,True,True,True,True,True,True,True,,social,Consider calling a close friend or family member to chat,failure,ok,1
3,1,3601,info_ad_click,negative,你在信息流里误触广告，页面多次跳转，支付失败并感到焦虑。,0.005271072130858355,hybrid,hybrid,0.30849678389578467,0.41,0.015688649607146887,0.0,matched,True,False,False,not_applicable,False,False,False,False,False,False,True,True,,other,Gradually return to normal tasks with a relaxed state of mind,success,ok,1
5,1,5401,info_ad_click,negative,你在信息流里误触广告，页面多次跳转，支付失败并感到焦虑。,0.0010854996746457893,hybrid,hybrid,0.3084967838957846,0.41,0.014298910157029443,0.0,matched,True,False,False,not_applicable,False,False,False,False,False,False,True,True,,other,Address emotional distress,success,ok,1
4,1,10801,info_ad_click,negative,你在信息流里误触广告，页面多次跳转，支付失败并感到焦虑。,0.0019175124009815257,hybrid,hybrid,0.3084967838957846,0.41,0.012602131058104926,0.0,matched,True,False,False,not_applicable,False,False,False,False,False,False,True,True,,other,Gradually slow the breathing and bring awareness back to the surroundings,success,ok,1
6,1,10801,ride_hailing,positive,你在打车时开启适老化模式，一步完成叫车。,0.005619826036088867,hybrid,hybrid,0.30527451418540696,0.41,0.004559288038467707,0.004559131501356689,matched,True,False,False,not_applicable,False,True,False,True,False,True,True,True,,mobility,Stay at home as the current location is home,failure,ok,1
1,1,12601,digital_general,negative,你在手机应用操作时被更新弹窗和权限提示打断，多次确认后仍未完成任务。,0.00903077885091389,hybrid,hybrid,0.3084967838957846,0.41,0.014843798392995544,0.0,matched,True,False,False,not_applicable,False,True,True,True,True,False,True,True,,other,Serve the meal in a comfortable setting,success,ok,1
6,1,12601,ride_hailing,positive,你在打车时开启适老化模式，一步完成叫车。,0.00311085730613666,hybrid,hybrid,0.30527451418540696,0.41,0.004130957234211944,0.004867088937010296,matched,True,False,False,not_applicable,False,True,False,True,False,True,True,True,,mobility,Stay at home as the current location aligns with the goal,failure,cache_hit,0
6,1,14401,ride_hailing,negative,你在打车时被复杂流程困住，多次验证后仍失败，心情受挫。,0.001312828496951178,hybrid,hybrid,0.30527451418540696,0.41,0.002418572235574962,0.0064621606162560356,matched,True,False,False,not_applicable,False,True,False,False,False,True,True,True,,mobility,Stay at home since it is currently the right time for meal,success,ok,1
2,1,16201,info_ad_click,negative,你在信息流里误触广告，页面多次跳转，支付失败并感到焦虑。,0.011777951573600556,hybrid,hybrid,0.30753916200665105,0.41,0.011441636617486844,0.0003988411308424596,matched,True,False,False,not_applicable,False,False,False,False,False,False,True,True,,other,Engage in light reading or listening to music during the meal,success,ok,1
3,1,16201,ride_hailing,negative,你在打车时被复杂流程困住，多次验证后仍失败，心情受挫。,0.004870353296073285,hybrid,hybrid,0.30849678389578467,0.41,0.015688649607146887,0.0,matched,True,False,False,not_applicable,False,True,True,False,True,True,True,True,,mobility,Travel from workplace to home,success,ok,1
1,1,18001,account_auth_security,negative,你在账号认证与安全校验时反复输入信息，验证链路中断后感到疲惫和不安。,0.0009639060724561838,hybrid,hybrid,0.3084967838957846,0.41,0.01538143521801183,0.0,matched,True,False,False,not_applicable,False,True,False,False,True,False,True,True,,other,Start cooking a home-cooked meal,success,ok,1
2,1,18001,account_auth_security,negative,你在账号认证与安全校验时反复输入信息，验证链路中断后感到疲惫和不安。,0.013352504318213103,hybrid,hybrid,0.3083989556472803,0.41,0.011950438546178829,4.0818642130129086e-05,matched,True,False,False,not_applicable,False,True,False,False,True,False,True,True,,other,Engage in light reading or listening to music during the meal,success,ok,1
3,1,18001,digital_general,negative,你在手机应用操作时被更新弹窗和权限提示打断，多次确认后仍未完成任务。,0.0018817376390126623,hybrid,hybrid,0.30849678389578467,0.41,0.015490638118605515,0.0,matched,True,False,False,not_applicable,False,True,False,False,True,False,True,True,,other,Dress appropriately for the weather and temperature,success,ok,1
1,1,19801,app_update_permission,negative,你在应用更新与权限确认时被多次弹窗打断，反复设置后仍无法继续。,0.007815355215983035,hybrid,hybrid,0.3084967838957846,0.41,0.015035762464485347,0.0,matched,True,False,False,not_applicable,False,True,True,True,True,False,True,True,,other,Set the table with utensils and place settings,success,ok,1
3,1,19801,ride_hailing,negative,你在打车时被复杂流程困住，多次验证后仍失败，心情受挫。,0.008495037697018405,hybrid,hybrid,0.30849678389578467,0.41,0.015688649607146887,0.0,matched,True,False,False,not_applicable,False,True,False,False,True,True,True,True,,mobility,Exit the workplace to the nearest entrance or exit,success,ok,1
1,1,21601,app_update_permission,negative,你在应用更新与权限确认时被多次弹窗打断，反复设置后仍无法继续。,0.0018264332112734793,hybrid,hybrid,0.3084967838957846,0.41,0.015035762464485347,0.0,matched,True,False,False,not_applicable,False,True,True,True,True,False,True,True,,other,Set the table with utensils and place settings,success,cache_hit,0
3,1,21601,ride_hailing,negative,你在打车时被复杂流程困住，多次验证后仍失败，心情受挫。,0.008134080156293464,hybrid,hybrid,0.30849678389578467,0.41,0.015490638118605515,0.0,matched,True,False,False,not_applicable,False,True,False,False,True,True,True,True,,mobility,Navigate to the nearby park or designated walking area,success,ok,1
5,1,21601,digital_general,negative,你在手机应用操作时被更新弹窗和权限提示打断，多次确认后仍未完成任务。,0.0004353259114169843,hybrid,hybrid,0.3084967838957846,0.41,0.01463254681651649,0.0,matched,True,False,False,not_applicable,False,True,False,False,True,False,True,True,,other,Start cooking a comforting meal,success,ok,1
